Gene_name	HI_score
LYPD2	0.057
LYPD3	0.148
LYPD1	0.176
CATSPER4	0.066
CD248	0.181
CALCOCO2	0.046
AMHR2	0.27
NAP1L4	0.443
NAP1L5	0.305
CATSPER2	0.035
CATSPER3	0.096
RGS4	0.132
RGS5	0.072
RGS6	0.42
RGS7	0.926
RGS1	0.729
RGS2	0.173
RGS3	0.26
RGS8	0.636
RGS9	0.079
C13orf33	0.357
SERTAD1	0.316
C13orf31	0.138
C20orf3	0.087
SERTAD3	0.214
IL1RAP	0.735
KIAA1143	0.25
CATSPERB	0.046
KIAA1147	0.367
FSD1L	0.156
XIAP	0.142
SECTM1	0.081
KANK4	0.168
RDH10	0.249
RDH11	0.29
RDH12	0.275
KANK1	0.53
NAB2	0.66
DEDD2	0.116
BID	0.053
DOLK	0.173
EPN2	0.191
HIF3A	0.909
KIAA1841	0.135
WDR5B	0.349
RRAGB	0.166
TARSL2	0.128
CDK2AP1	0.651
CANX	0.786
BCL2A1	0.155
NALCN	0.405
EIF4A3	0.157
ANKRD30A	0.048
KRTAP13-1	0.078
KIAA0355	0.141
CIAPIN1	0.107
SEPT3	0.257
HSDL1	0.184
HSP90AB1	0.149
PTP4A1	0.172
HSDL2	0.277
PTP4A3	0.199
PTP4A2	0.077
TNNI2	0.168
NUCB2	0.272
ZSCAN20	0.369
ZSCAN21	0.094
ZSCAN22	0.152
TNNI3	0.546
MLYCD	0.147
TDRD9	0.109
CD28	0.202
MRPS9	0.25
C1orf38	0.458
TDRD3	0.064
C9orf27	0.356
MRPS5	0.047
TNNI1	0.157
TDRD7	0.197
TDRD6	0.133
TDRD5	0.068
C9orf21	0.189
ABHD8	0.208
SOCS6	0.161
MYLIP	0.163
OTUD1	0.191
LRCH2	0.132
ABHD2	0.154
ABHD3	0.516
ABHD1	0.023
ABHD6	0.042
ABHD7	0.133
ABHD4	0.262
ABHD5	0.083
TWF1	0.336
NKIRAS2	0.129
NKIRAS1	0.102
WDR54	0.123
WDR53	0.172
WDR52	0.162
MBTPS1	0.21
EIF4G3	0.64
EIF4G2	0.718
EIF4G1	0.87
GPR4	0.141
C14orf21	0.019
NR1I3	0.328
DR1	0.282
GRB2	1.0
ULBP2	0.292
ULBP3	0.046
GRB7	0.606
FAT4	0.179
PSG6	0.205
PSG2	0.068
AKAP13	0.213
HOXC9	0.57
HOXC8	0.408
HOXC5	0.865
HOXC4	0.206
PCBP3OT	0.076
HOXC6	0.909
CD151	0.132
KCND2	0.173
SSU72	0.124
HCST	0.203
LSM8	0.138
SNURF	0.12
OR4F6	0.065
UROC1	0.088
OR4F4	0.057
KIAA0586	0.112
DIRC1	0.078
COL27A1	0.646
RBMX2	0.055
MFSD3	0.099
HMBS	0.296
MFSD2	0.068
MFSD5	0.163
LSM1	0.562
POLR2E	0.419
POLR2D	0.377
POLR2G	0.279
POLR2F	0.169
POLR2A	0.998
LSM2	0.463
POLR2C	0.44
POLR2B	0.355
POLR2L	0.437
AKR7A2	0.121
AKR7A3	0.15
POLR2I	0.155
POLR2H	0.087
F11R	0.093
POLR2J	0.101
CYBB	0.163
AMMECR1	0.851
TLK1	0.32
TLK2	0.333
FAM47C	0.034
FAM47B	0.035
USP54	0.21
USP53	0.209
USP50	0.087
USP51	0.095
GTF3A	0.031
CCL3L1	0.165
ASCC3	0.299
BATF3	0.293
ASCC1	0.061
CCNK	0.893
DSCAML1	0.302
CEACAM18	0.073
OR5B21	0.165
CCDC109A	0.469
VBP1	0.944
CCDC109B	0.088
FAM120B	0.079
FAM120C	0.461
FAM120A	0.2
MAPK14	0.956
MAPK15	0.135
MAPK10	0.914
MAPK11	0.594
MAPK12	0.471
MAPK13	0.367
OR4F21	0.163
HPGD	0.501
FZD1	0.934
FZD2	0.787
FZD3	0.451
FZD4	0.297
FZD5	0.666
FZD6	0.314
FZD7	0.817
FZD8	0.253
FZD9	0.1
RPL6	0.587
MOCOS	0.108
CACNB4	0.162
C10orf72	0.144
C10orf76	0.189
OR10W1	0.066
TBRG1	0.053
C10orf78	0.083
PHYH	0.059
RASSF3	0.078
ASH1L	0.292
RASSF2	0.088
HIST1H1T	0.032
CLEC4M	0.12
ATP12A	0.106
OR8B2	0.081
OR8B3	0.063
PLCD4	0.319
CTRB1	0.261
USO1	0.861
PLCD3	0.119
OR8B4	0.111
PLCD1	0.973
HIST1H1D	0.221
ZNF518B	0.115
ZNF518A	0.288
SMOX	0.517
TGFBRAP1	0.063
HIST1H1B	0.246
HIST1H1C	0.416
EIF3C	0.917
ANKZF1	0.254
ITFG3	0.112
B3GALNT2	0.082
SOS1	0.71
TACC1	0.168
TACC2	0.157
TACC3	0.582
JDP2	0.09
PICK1	0.19
MRGPRX3	0.065
MRTO4	0.249
KIF20A	0.336
KIAA1333	0.108
MKI67	0.561
CLEC4D	0.043
GNMT	0.647
LPXN	0.307
AZIN1	0.596
CAB39	0.65
CKMT1A	0.289
CKMT1B	0.09
NOTCH1	0.957
RPL3L	0.862
GNAT1	0.75
GNAT3	0.254
GNAT2	0.417
BCL2L14	0.054
BCL2L11	0.152
BCL2L10	0.063
BCL2L13	0.051
C14orf80	0.093
ESCO2	0.06
TMIGD1	0.055
NUP43	0.475
FAM27A	0.115
ZNF557	0.062
ZNF554	0.129
FAM27B	0.047
ZNF552	0.093
NCKAP1	0.456
ZNF550	0.117
ZNF551	0.05
SCEL	0.07
MSX1	0.829
MSX2	0.808
HSD11B2	0.656
FAM27L	0.21
ANKRD40	0.133
HSD11B1	0.314
RPL3	0.273
ATP5C1	0.28
OR2AT4	0.118
GTF2H3	0.28
GTF2H1	0.882
DEFB128	0.002
GTF2H5	0.064
GTF2H4	0.236
MAPKAP1	0.203
ZNF654	0.424
ALDH1B1	0.677
VCX2	0.068
SPANXN4	0.016
COX7A2L	0.132
DBX2	0.133
PCDH9	0.255
DBX1	0.167
RPL26L1	0.122
RPL38	0.811
RPL39	0.601
RPL36	0.127
RPL37	0.614
RPL34	0.113
RPL35	0.942
RPL32	0.163
RPL30	0.843
RPL31	0.201
TARBP2	0.174
TARBP1	0.096
PRSSL1	0.114
CACNG6	0.033
BCL2	0.959
ATF5	0.472
ATF4	0.108
ANKRD42	0.121
ATF6	0.219
ATF1	0.874
PPCS	0.106
ATF2	0.87
SMARCC2	0.995
SMARCC1	0.86
PPAP2C	0.38
PPAP2B	0.24
PPAP2A	0.544
BUB1B	0.924
TMCO1	0.186
TMCO2	0.287
TMCO3	0.083
TMCO4	0.161
SUMO4	0.179
TMCO6	0.113
TMCO7	0.108
KIAA0317	0.196
HSF2	0.418
ABHD12	0.059
GPI	0.362
PPWD1	0.324
ANKIB1	0.458
KIAA0319	0.224
IFNW1	0.047
LHX1	0.851
LHX2	0.99
SDF4	0.087
LHX4	0.295
BLOC1S2	0.132
LHX6	0.609
PTGER4	0.119
LHX9	0.739
MIB1	0.429
MIB2	0.147
PTGER3	0.248
TOR3A	0.054
B3GALTL	0.181
B3GALT4	0.122
SLC38A4	0.249
B3GALT6	0.124
SLC38A6	0.046
CTNNAL1	0.185
B3GALT1	0.189
SLC38A3	0.667
SLC38A2	0.424
MDFIC	0.086
SLC38A9	0.088
F2	0.601
KIAA0174	0.125
CRMP1	0.424
STK3	0.115
STK4	0.8
CSF3R	0.136
OCA2	0.103
CXCL11	0.329
CXCL10	0.113
CXCL13	0.324
CYP3A5	0.035
CXCL14	0.257
CXCL17	0.119
CXCL16	0.015
OR13C4	0.094
UBE4B	0.314
UBE4A	0.167
OR13C2	0.127
OR13C3	0.138
HCN1	0.502
HCN3	0.113
HCN2	0.143
OR13C8	0.224
C7orf57	0.073
ITCH	0.581
YBX1	0.902
RLN1	0.147
TTC5	0.167
A4GNT	0.072
JAM2	0.043
LRIT2	0.066
LRIT3	0.045
LRIT1	0.127
MRPL12	0.748
SFTPA1B	0.044
PTGDR	0.115
RAB3GAP2	0.526
STIP1	0.631
PRIM1	0.961
CHIC2	0.654
WT1	0.999
CHIC1	0.302
C16orf61	0.086
DRP2	0.509
PEPD	0.148
MIA2	0.157
TBC1D23	0.235
MRPL18	0.028
ZIC4	0.17
ZIC5	0.575
TNFRSF8	0.26
TNFRSF9	0.04
ANKS6	0.113
ZIC1	0.769
TNFRSF4	0.073
TBC1D29	0.065
TBC1D28	0.309
C20orf152	0.09
C20orf151	0.056
FKBP15	0.528
TBC1D2B	0.148
RNF44	0.29
GUCY2D	0.254
GUCY2E	0.321
ZNF415	0.08
SENP8	0.13
SENP7	0.137
SENP6	0.617
SENP5	0.086
SENP3	0.629
SENP2	0.39
SENP1	0.208
TTC8	0.17
SEC23B	0.09
C21orf57	0.126
PLA1A	0.072
ING4	0.957
PRHOXNB	0.155
CAPS	0.109
C21orf58	0.076
ING1	0.809
ING2	0.833
ING3	0.971
NOTUM	0.202
VASH2	0.371
VASH1	0.12
TMPRSS13	0.084
KIAA1949	0.136
CEP170L	0.079
SLC2A11	0.109
ZNF821	0.136
WDFY3	0.243
WDFY2	0.138
WDFY1	0.13
GFPT1	0.627
GFPT2	0.631
ECHDC3	0.102
ECHDC2	0.076
ECHDC1	0.076
DAG1	0.266
RBM7	0.207
ACP6	0.085
ACP1	0.22
SDCCAG8	0.115
SNIP1	0.558
GLA	0.079
SLC2A14	0.099
SLC2A13	0.221
SLC2A12	0.434
CCT8L2	0.431
RORB	0.765
SLC2A10	0.096
ANKRD35	0.144
ANKRD37	0.07
ANKRD31	0.115
ANKRD33	0.096
FKBP10	0.424
GLS	0.11
ANKRD39	0.241
SPCS1	0.169
NCOA2	0.929
NT5C3L	0.103
NCOA1	0.977
BSX	0.164
TMEM17	0.233
NCOA4	0.495
NCOA5	0.396
PRAME	0.03
TMEM18	0.122
LAPTM4B	0.424
BSN	0.27
CISH	0.452
LCOR	0.113
MECR	0.43
BSG	0.135
NSFL1C	0.169
RIF1	0.542
PPM1D	0.577
CAPNS1	0.07
MPG	0.103
EMID2	0.157
GSG1	0.054
ABCG2	0.061
SLC27A5	0.067
SLC27A4	0.108
SLC27A6	0.046
PRAM1	0.062
STARD3NL	0.251
SLC27A3	0.052
PRDM13	0.808
ACPT	0.147
ZNF639	0.21
ZNF638	0.441
ACPP	0.148
KIAA0649	0.087
AK3	0.332
AK2	0.51
TBCE	0.101
PRDM11	0.171
TBCC	0.106
TBCB	0.081
TBCA	0.263
DMTF1	0.469
NPNT	0.154
ALOX5AP	0.142
GDPD4	0.017
OXTR	0.098
MME	0.724
SARS	0.162
RBBP7	0.964
HNF4G	0.495
PABPN1	0.048
PPM1B	1.0
NCKAP1L	0.408
GABRA3	0.037
AP1S2	0.715
OR1N2	0.109
OR1N1	0.073
TREH	0.343
GEN1	0.085
ZNF497	0.178
ZNF496	0.211
ERF	0.523
ERG	0.207
ZNF493	0.188
HAND1	0.279
HAND2	0.624
SH2D3C	0.273
ERH	0.72
ZNF498	0.149
HERPUD2	0.257
HERPUD1	0.055
PHF20	0.505
RGAG1	0.158
WDR89	0.235
TMEM55A	0.346
TMEM55B	0.265
ALOX15B	0.097
NDNL2	0.083
CASKIN2	0.194
NOD1	0.078
ITIH5L	0.068
SEZ6L	0.252
SLC24A6	0.348
SLC24A4	0.126
MDC1	0.785
NCR3	0.041
NCR2	0.022
NCR1	0.048
PRSS16	0.279
AIFM3	0.118
BRMS1L	0.225
MEX3D	0.158
APOL3	0.041
MEX3B	0.482
RNF125	0.54
INHBC	0.138
LACTB2	0.137
AOAH	0.071
SLC25A23	0.151
IL17RC	0.166
BTRC	0.264
BAAT	0.043
RNF122	0.141
ITLN2	0.023
ITLN1	0.066
SCN1B	0.141
IL17RA	0.098
SCN1A	0.216
APOBEC3A	0.035
C20orf111	0.229
EEPD1	0.227
SFTPD	0.044
FRYL	0.166
SFTPB	0.177
SFTPC	0.21
IDI1	0.348
IDI2	0.131
PCP4L1	0.103
IMPDH1	0.696
CLIC6	0.076
SCRT1	0.176
ZXDC	0.067
SCRT2	0.124
INHBE	0.115
CTNNBL1	0.167
DNTTIP2	0.362
UBLCP1	0.136
DYM	0.151
CCDC8	0.096
CXorf36	0.112
PRAMEF20	0.063
SIGLEC8	0.165
DEFA5	0.09
ANKRD36B	0.244
MTMR9	0.08
ACAN	0.308
MTMR7	0.147
PGR	0.121
MTMR4	0.495
MTMR3	0.196
MTMR2	0.111
MTMR1	0.31
DLG3	0.999
NAAA	0.085
TSC22D1	0.504
TSC22D3	0.248
TSC22D2	0.408
C20orf198	0.062
TSC22D4	0.257
FCHSD1	0.092
FCHSD2	0.326
CABC1	0.108
KIAA1161	0.198
FAM122C	0.056
VAT1	0.177
JAG1	0.644
HIGD2A	0.035
TRAIP	0.066
CCDC97	0.082
DND1	0.326
FOLH1	0.132
DLG5	0.231
MESDC1	0.146
MESDC2	0.117
MIA	0.083
C21orf91	0.281
GRASP	0.629
KATNA1	0.202
EXOSC9	0.181
BCKDK	0.168
EXOSC2	0.645
EXOSC3	0.068
EXOSC1	0.131
IBSP	0.167
EXOSC7	0.526
EXOSC4	0.43
APPBP2	0.732
DNASE2B	0.179
ADAMTSL3	0.243
PTGER2	0.078
ADAMTSL4	0.09
ADAMTSL5	0.124
DEFB108B	0.024
TULP3	0.115
CYB561	0.181
TULP1	0.323
CCDC91	0.122
TULP4	0.19
NCOR2	0.897
DISC1	0.083
NID1	0.727
NMBR	0.148
C6orf146	0.072
C6orf145	0.28
TACSTD2	0.28
OR5B2	0.071
KPNA2	0.988
INCENP	0.142
FARP2	0.066
EDAR	0.159
UPF1	0.755
FARP1	0.173
C9orf40	0.22
C9orf41	0.385
C9orf43	0.025
C9orf46	0.141
C9orf47	0.066
CRAT	0.082
BTG4	0.177
ZNF264	0.087
BTG3	0.373
VCPIP1	0.195
BTG1	0.663
SHD	0.209
ACOX1	0.14
GPR77	0.045
DEPDC1	0.077
DEPDC6	0.186
DEPDC7	0.066
DEPDC4	0.083
DEPDC5	0.156
GIMAP4	0.033
EEF1E1	0.848
DDX39	0.17
PSMB11	0.327
PSMB10	0.679
PAOX	0.121
SCYL2	0.209
SCYL3	0.16
CHD6	0.783
SCYL1	0.235
STXBP1	0.689
STXBP3	0.263
STXBP2	0.495
STXBP5	0.146
STXBP4	0.105
GPR45	0.068
C14orf166B	0.301
OSTM1	0.088
COL14A1	0.135
SKP2	0.83
SKP1	0.892
S1PR3	0.102
OR4D1	0.125
S1PR1	0.263
NOC2L	0.23
TMEM200A	0.135
OR4D5	0.128
OR4D6	0.089
TMEM200B	0.323
CFLAR	0.094
IFI16	0.139
FANCC	0.065
RTCD1	0.122
FANCA	0.227
HNRNPAB	0.327
FANCM	0.059
FANCL	0.249
HAS1	0.182
HAS2	0.42
NBN	0.873
DMXL2	0.265
CA5A	0.097
DSCR8	0.145
DEFB107B	0.017
F13B	0.106
HNRNPA3	0.338
HNRNPA0	0.132
HNRNPA1	0.774
ARSF	0.102
RPN2	0.313
CA8	0.393
MARCH10	0.041
BNC1	0.197
MC5R	0.111
TES	0.196
LRRFIP1	0.093
LRRFIP2	0.106
TNFRSF17	0.09
IRS4	0.053
EXOC5	0.734
IRS1	0.943
IRS2	0.613
HOXA7	0.777
HOXA6	0.343
HOXA5	0.992
HOXA4	0.362
HOXA3	0.484
HOXA2	0.355
HOXA1	0.753
CDK7	0.72
CDK8	0.809
LPAR3	0.177
POLR3E	0.287
LPAR1	0.486
HAPLN1	0.177
ARMCX5	0.052
HOXA9	0.942
HAPLN2	0.385
RAP2B	0.308
NEURL	0.694
CEPT1	0.128
CEP55	0.378
TIMM50	0.142
CA6	0.115
LIMS2	0.314
LIMS3	0.229
LIMS1	0.809
ARMCX1	0.073
PRMT2	0.156
CA4	0.074
HDC	0.155
RERE	0.863
RERG	0.164
ZNF383	0.125
DMBX1	0.162
WDR42B	0.03
RGL1	0.215
RGL3	0.061
RGL2	0.188
WDR42A	0.214
SUPT3H	0.461
OR10Q1	0.068
HSPD1	0.974
OGN	0.376
MTX3	0.259
MTX2	0.155
MTX1	0.245
AMD1	0.672
PRKCI	0.667
PRKCH	0.428
SYN3	0.089
LIAS	0.084
PRKCA	0.827
ATP10A	0.097
ATP10B	0.121
C9orf98	0.119
PRKCE	0.886
PRKCD	0.503
PRKCG	0.336
TNNC2	0.123
HIST1H3B	0.332
HIST1H3C	0.088
PRKCZ	0.172
HIST1H3F	0.211
HIST1H3G	0.261
SGSM1	0.181
HIST1H3E	0.18
HIST1H3J	0.253
NECAP2	0.161
HIST1H3I	0.272
SEC11A	0.35
SLC6A20	0.088
MATK	0.509
ATPAF2	0.119
C9orf93	0.153
FHOD1	0.062
GLDN	0.181
LYZL6	0.075
ELAC2	0.039
RAPSN	0.482
SCRIB	0.401
TYMS	0.942
TYMP	0.128
ANUBL1	0.104
ZNF790	0.153
ZNF791	0.119
ZNF792	0.149
ZNF793	0.102
MUL1	0.129
WWP2	0.753
WWOX	0.486
BFAR	0.282
WWP1	0.702
DAPL1	0.38
PPIL1	0.082
TPI1	0.073
PPIL3	0.087
PPIL4	0.243
PCDHB5	0.064
PPIL6	0.119
SLC35C2	0.105
MYADM	0.127
PPP1R7	0.071
CCDC99	0.116
CCDC94	0.08
CCDC96	0.072
CRAMP1L	0.115
PPP1R8	0.65
CCDC92	0.284
CCDC93	0.072
ZNF570	0.184
ATP5J2	0.112
ZNF572	0.143
ZNF573	0.211
ZNF574	0.255
C15orf42	0.595
ZNF576	0.107
ZNF577	0.097
TRPV5	0.063
TRPV4	0.108
TRPV6	0.051
TRPV1	0.092
SETDB1	0.111
SETDB2	0.068
ROBO4	0.078
CTSH	0.125
CTSK	0.299
ZNF645	0.041
CTSO	0.201
CTSA	0.76
CTSB	0.122
CTSC	0.196
KCNAB1	0.747
CTSE	0.247
CTSF	0.109
KCNAB2	0.325
RPL14	0.979
RPL15	0.457
TOMM34	0.037
RPL17	0.276
RPL10	0.254
RPL11	0.94
OMA1	0.091
RPL13	0.791
FGFR4	0.94
CTSS	0.519
GPATCH2	0.3
FGFR3	0.834
MAGEA12	0.038
FGFR1	0.996
CXCL1	0.21
CXCL3	0.037
CXCL2	0.062
CXCL5	0.221
C4orf8	0.095
CXCL6	0.074
CXCL9	0.057
PRMT5	0.521
C5AR1	0.123
PKD2	0.834
PRRX1	0.819
KIAA1310	0.121
PRRX2	0.389
METT10D	0.144
CSRP2BP	0.105
EMD	0.055
RGR	0.158
NLRP14	0.052
EMB	0.034
ZGPAT	0.122
USP28	0.494
LIF	0.2
PDZK1IP1	0.428
MIP	0.15
RGN	0.104
STIL	0.267
PSMD8	0.951
ZNF580	0.275
DCTD	0.172
AFF3	0.779
AFF2	0.299
PDPN	0.45
USP22	0.157
GAB3	0.21
SLCO4C1	0.229
CARD8	0.064
ALDH16A1	0.072
PHACTR2	0.653
CARD6	0.033
THRSP	0.113
SAE1	0.587
OR5L2	0.036
STK40	0.231
KIAA0196	0.338
ERP27	0.076
ZNF583	0.121
ERP29	0.078
PSMB8	0.428
GCKR	0.265
PHKA2	0.098
UBA6	0.321
UBA7	0.073
UBA5	0.06
UBA2	0.939
UBA3	0.623
PSMB6	0.848
PWP2	0.702
PWP1	0.527
ZNF132	0.129
PHF23	0.288
UBE2I	0.993
ABCA11	0.032
ABCA12	0.133
ABCA13	0.091
UBE2M	0.275
TAGAP	0.568
UBE2N	0.372
UBE2A	0.872
ZNF134	0.384
UBE2C	0.991
UBE2B	0.47
OLFM2	0.137
UBE2F	0.211
UBE2Z	0.299
FGGY	0.088
UBE2S	0.287
RPAIN	0.163
UBE2U	0.055
UBE2T	0.183
UBE2W	0.544
TOP3B	0.236
OR51F1	0.093
PTGFR	0.298
UNC84A	0.107
LIPT1	0.111
ARHGEF2	0.199
ARHGAP18	0.083
RPRML	0.255
ADAMTS8	0.217
SIGLEC9	0.056
ARHGEF1	0.092
C21orf9	0.261
EYA2	0.823
PXT1	0.303
CPXM1	0.154
PNO1	0.878
RHBG	0.04
PDE3A	0.083
BMP2K	0.698
MTG1	0.068
C20orf135	0.145
C20orf134	0.138
CBFB	0.818
RABEP2	0.198
RABEP1	0.595
SHB	0.286
LFNG	0.236
PENK	0.148
MORF4L2	0.434
COCH	0.422
NDUFA6	0.08
CR2	0.123
NDUFA4	0.55
NDUFA5	0.09
NDUFA2	0.248
NDUFA3	0.093
NDUFA1	0.001
C21orf70	0.121
RABEPK	0.068
NDUFA8	0.349
NDUFA9	0.154
GPR64	0.434
GPR65	0.144
GPR62	0.344
GPR63	0.394
GPR61	0.751
PNOC	0.283
C14orf179	0.199
GPR68	0.192
MAEA	0.269
KIAA1967	0.628
CDH2	0.934
TBL1XR1	0.92
SNRK	0.215
MAEL	0.085
CDH4	0.115
IL6	0.135
IL7	0.092
IL4	0.206
IL5	0.117
IL2	0.421
IL3	0.025
GSG1L	0.127
IL8	0.481
IL9	0.05
DTX4	0.226
GNS	0.348
SAT2	0.074
DTX1	0.398
DTX2	0.228
DTX3	0.215
BIRC7	0.062
BIRC6	0.204
BIRC5	0.735
JARID2	0.975
AIP	0.467
EIF6	0.417
RPAP3	0.335
COX6A1	0.367
MT2A	0.077
OXR1	0.159
GNE	0.383
ANKRD16	0.079
ANKRD17	0.267
RB1CC1	0.736
INSM1	0.105
ANKRD12	0.581
ANKRD10	0.448
MKX	0.208
F8A3	0.158
TMEM35	0.518
TMEM37	0.103
TMEM31	0.103
NSF	0.515
TMEM33	0.183
DMC1	0.5
NT5C1A	0.127
CORO7	0.088
NT5C3	0.168
NT5C2	0.593
POU3F3	0.499
POU3F2	0.639
POU3F1	0.701
OTOP2	0.187
F8A2	0.193
C17orf73	0.105
POU3F4	0.733
TTLL1	0.155
MNS1	0.086
CENPB	0.559
C19orf36	0.255
TCEB3B	0.041
RAMP3	0.108
KRTAP4-11	0.092
OR14J1	0.055
INGX	0.143
KRTAP4-12	0.023
FAM53B	0.219
FAM53C	0.587
FAM82B	0.134
FAM53A	0.077
POGK	0.149
C10orf105	0.12
C10orf104	0.161
C10orf107	0.07
SDS	0.208
C10orf108	0.073
C22orf31	0.324
POGZ	0.192
KCNK4	0.148
GSTCD	0.238
GPR182	0.093
PRUNE2	0.063
SFRS6	0.074
CRIM2	0.092
PALM	0.056
CRIM1	0.213
KCNK6	0.201
SP100	0.803
PARG	0.143
DHDDS	0.114
TIMP4	0.436
TIMP3	0.24
TIMP2	0.257
EPX	0.109
PARS2	0.139
NRCAM	0.464
MLH3	0.176
PARL	0.119
MCF2L2	0.595
TNFAIP8L1	0.051
CRY1	0.531
EPO	0.309
PI4K2B	0.132
KCNK2	0.11
PI4K2A	0.479
HIBADH	0.333
FAM155A	0.185
NHLRC3	0.043
NHLRC2	0.071
NHLRC1	0.194
KDELR1	0.099
CXorf58	0.104
CXorf59	0.058
EXPH5	0.082
TTRAP	0.792
PAFAH1B1	0.725
CXorf56	0.125
CXorf57	0.493
LYZ	0.077
SUSD4	0.177
SUSD5	0.202
CGREF1	0.052
SUSD3	0.058
SUSD1	0.071
C9orf140	0.213
LYN	0.795
PAFAH1B2	0.587
VAMP2	0.388
PSORS1C1	0.088
PSORS1C3	0.06
PSORS1C2	0.105
LY9	0.043
ACOT11	0.088
DOHH	0.292
SEMA7A	0.247
CWC15	0.271
GH1	0.089
OTUD6B	0.078
MAGEC1	0.036
OTUD6A	0.045
BRSK2	0.14
BRSK1	0.332
MIF4GD	0.031
MAGEC3	0.052
TLR2	0.227
TLR3	0.082
DDX6	0.557
INADL	0.151
TLR6	0.086
DDX1	0.327
TLR4	0.206
TLR5	0.067
MYO15B	0.13
MYO15A	0.328
MYADML	0.101
SCN3A	0.5
NUP205	0.968
CYB5D1	0.084
ZNF215	0.033
ZNF214	0.147
ZNF217	0.403
ZNF211	0.191
SLC7A8	0.588
ZNF212	0.526
SLC7A6	0.121
TRAK2	0.588
HLA-A	0.171
SVOPL	0.099
HLA-G	0.09
HLA-F	0.083
HLA-E	0.152
FMN2	0.091
NFKBIZ	0.397
DPRX	0.033
TDRD12	0.183
INSM2	0.131
PSTPIP2	0.08
SPRR1A	0.077
SPRR1B	0.07
PSTPIP1	0.172
MMS19	0.187
PLAC1	0.102
FAM75A1	0.127
TP53RK	0.158
KIAA0556	0.202
FAM75A6	0.071
PLAC9	0.104
PLAC8	0.144
SLC5A12	0.061
SLC5A10	0.12
SLC5A11	0.127
NR5A2	0.881
PRSS35	0.195
KCNE1	0.096
RPGRIP1	0.071
DLX5	0.913
DLX6	0.538
MYD88	0.159
DLX1	0.122
DLX2	0.86
PLEKHA1	0.258
ACVRL1	0.935
PACSIN2	0.225
TFEC	0.253
TFEB	0.267
C13orf1	0.115
EID1	0.064
C19orf29	0.093
HIST1H2BE	0.06
HIST1H2BF	0.202
KIAA1107	0.441
HIST1H2BA	0.758
HIST1H2BB	0.98
HIST1H2BC	0.493
HIST1H2BL	0.842
HIST1H2BM	0.918
HIST1H2BN	0.055
HIST1H2BO	0.945
HIST1H2BH	0.948
HIST1H2BI	0.263
HIST1H2BJ	0.977
HIST1H2BK	0.963
TADA1L	0.23
TNFAIP8	0.396
TMEM160	0.253
VAV1	0.733
VAV3	0.667
TNFAIP6	0.671
TNFAIP1	0.383
TNFAIP3	0.3
TNFAIP2	0.118
KIAA1024	0.109
IPO8	0.212
RNPC3	0.084
LRRC56	0.1
IPO4	0.353
IPO5	0.972
NRBP2	0.119
NRBP1	0.103
LRRC57	0.233
DTX3L	0.033
SILV	0.461
JAZF1	0.411
SDCBP	0.11
C17orf78	0.247
FOXN4	0.143
STARD13	0.471
DENND1A	0.102
LMBR1	0.206
RAB8B	0.08
TP63	0.895
DEFB106B	0.009
RAB8A	0.174
NR6A1	0.797
C6orf163	0.003
C6orf162	0.116
C6orf165	0.068
C6orf164	0.066
MARS2	0.073
SYVN1	0.531
GAS2L2	0.059
ICAM4	0.065
MGAT5B	0.22
OR13D1	0.092
FOXN3	0.633
CYSLTR1	0.13
RFPL1	0.082
BST2	0.303
PAQR9	0.443
PAQR8	0.224
CYorf15B	0.119
PYGO1	0.075
PYGO2	0.12
PLUNC	0.078
PHYHD1	0.038
PAQR3	0.397
STOX2	0.433
ANKRD34A	0.122
PAQR4	0.144
PAQR7	0.127
PAQR6	0.056
FERMT2	0.798
FERMT3	0.143
TOMM70A	0.405
DIS3	0.398
NME2P1	0.11
FADS2	0.107
DEFB124	0.011
DEFB106A	0.034
FADS6	0.089
SIL1	0.058
WWTR1	0.633
WDR91	0.232
WDR90	0.107
SYNGR4	0.12
DPM2	0.025
NXT2	0.003
NXT1	0.09
DPM1	0.461
DGUOK	0.064
CSE1L	0.942
RFPL3	0.041
MAK10	0.333
OTX2	0.896
ZFX	0.379
MARCKSL1	0.546
PRPH2	0.346
PET112L	0.047
PSMD7	0.814
RFPL2	0.031
ACAD10	0.02
ZXDB	0.056
SAMD8	0.245
C5orf28	0.543
PLOD2	0.555
CMPK1	0.179
CMPK2	0.063
PLOD1	0.227
PIF1	0.284
C5orf24	0.297
C5orf25	0.099
C9orf62	0.105
RFTN2	0.191
RFTN1	0.142
C9orf61	0.079
ALS2CR8	0.185
ALS2CR4	0.073
PRLHR	0.157
GRIN2D	0.274
RAD21	0.965
ANLN	0.529
MYOM2	0.198
GEMIN8	0.081
USP12	0.33
USP13	0.193
ALDH6A1	0.186
USP11	0.19
USP16	0.207
NR2E1	0.568
USP14	0.646
USP15	0.738
SSBP1	0.163
SSBP3	0.132
USP19	0.147
BAP1	0.235
EID2	0.125
INPP1	0.119
GFI1	0.293
MYOM1	0.107
IL27RA	0.079
UNC45A	0.103
ELA1	0.086
ELA2	0.539
UNC45B	0.175
FUSIP1	0.79
ADAR	0.102
ESPN	0.084
ZCCHC12	0.088
DAND5	0.095
JPH2	0.135
JPH3	0.11
VPS8	0.109
UBAC2	0.146
JPH4	0.397
PUS7	0.789
C1orf146	0.055
TYK2	0.37
